CATAID,logit_class(1-uvup;2-uvweak),redshift
198050,1,0.16146
40088,0,0.18905
47448,0,0.11645
622454,0,0.10868
279878,0,0.08733
298613,0,0.32718
23070,0,0.07909
49941,0,0.07732
569372,0,0.10686
227937,0,0.102
512676,0,0.14439
321416,0,0.14254
84894,0,0.10524
376097,0,0.06765
239151,0,0.08491
240090,1,0.11919
210748,0,0.09099
525715,0,0.38139
319527,0,0.08426
319934,0,0.21598
373372,1,0.1221
230567,0,0.04749
505397,0,0.05732
145458,1,0.15774
99466,0,0.12548
537139,0,0.07028
375791,0,0.07785
271611,0,0.075
323248,0,0.06201
543857,0,0.03249
23388,0,0.11299
418510,0,0.19777
186105,1,0.08239
184722,0,0.12533
84588,1,0.07894
568628,1,0.07363
62209,0,0.07972
184236,0,0.10547
41059,0,0.0708
569547,0,0.18049
320549,0,0.07741
381155,0,0.05057
279652,1,0.33625
271846,0,0.13252
663510,1,0.13751
383050,1,0.20105
239214,0,0.14354
84860,0,0.19909
545522,0,0.14477
16724,0,0.15015
509433,0,0.14947
144996,1,0.11056
78076,1,0.25952
647226,0,0.05557
186719,0,0.29181
144004,0,0.16595
214267,1,0.07703
560836,0,0.08227
62244,0,0.05329
62564,0,0.14027
561180,0,0.07193
423356,0,0.12732
574261,0,0.17145
98015,0,0.12226
93092,0,0.10858
78966,0,0.10541
49942,0,0.0774
485886,0,0.05147
380617,0,0.10503
92129,0,0.14604
137578,0,0.32823
324300,1,0.16568
372017,0,0.19988
323318,0,0.20525
239383,0,0.30021
39759,0,0.11983
289393,0,0.18754
63622,0,0.13827
422078,1,0.11279
99120,0,0.08219
99695,0,0.10927
205096,0,0.05304
227758,0,0.16972
372380,0,0.11436
610674,0,0.10184
289121,0,0.24082
569581,1,0.17819
550288,0,0.26427
493173,1,0.11588
99203,0,0.07914
198080,0,0.16116
196543,1,0.16359
106771,1,0.16104
560158,0,0.12578
536127,0,0.11493
324852,1,0.28372
107135,0,0.078
144764,0,0.17283
21911,1,0.10457
592592,0,0.12514
251016,0,0.15158
297053,0,0.05488
184306,0,0.12485
184689,0,0.08028
138910,0,0.10336
32627,0,0.25923
92103,1,0.10299
319759,0,0.15577
297139,0,0.16935
372186,0,0.16432
91531,0,0.13585
592738,0,0.124
16507,0,0.0559
64787,0,0.10851
397012,0,0.10277
417753,0,0.19657
512552,0,0.07221
184990,0,0.15286
561535,0,0.20478
54748,1,0.11039
323278,0,0.19985
559809,0,0.12752
512721,0,0.13868
518102,0,0.12777
28804,0,0.17851
585193,0,0.11698
535457,0,0.08046
28758,0,0.07769
301843,0,0.13214
324592,1,0.24039
618986,0,0.13341
418240,0,0.18919
62703,0,0.13785
23266,0,0.07714
31455,0,0.14676
382153,0,0.20642
54637,0,0.25885
297895,0,0.13651
544389,0,0.19046
347374,0,0.15848
106383,0,0.12632
227191,0,0.14657
323541,0,0.06758
619258,1,0.05707
209621,0,0.21115
209873,0,0.25879
185837,1,0.17669
508705,0,0.09114
584827,0,0.17298
92504,0,0.19074
63573,1,0.12971
40110,1,0.08153
214980,0,0.15655
14567,0,0.11393
526812,0,0.07019
63104,0,0.16301
145348,0,0.19978
396708,0,0.07554
78295,0,0.20497
618600,0,0.13455
278808,1,0.10923
84655,0,0.06093
91909,1,0.29602
592672,0,0.07744
301754,0,0.07104
22493,0,0.15744
93397,0,0.10874
91545,1,0.05293
278725,0,0.04081
574205,0,0.22167
48846,1,0.10765
610187,0,0.16865
593410,1,0.12874
559397,0,0.12628
54333,0,0.09917
100105,0,0.0981
386813,0,0.12474
203295,0,0.19249
567907,0,0.08784
567970,0,0.14351
91989,0,0.0533
319300,0,0.05327
98823,0,0.10087
239495,0,0.10973
288658,0,0.1318
301515,0,0.10462
485921,0,0.05525
220464,0,0.08649
376597,1,0.07034
64160,1,0.1227
30791,0,0.13889
184932,0,0.07706
423784,0,0.02626
397083,0,0.15422
220223,0,0.11226
512071,0,0.07979
107455,0,0.11674
184274,0,0.04582
599404,0,0.16072
289723,0,0.19691
372020,1,0.19779
491454,0,0.0295
22596,0,0.07796
584518,0,0.10917
381300,0,0.13443
186401,0,0.19863
380698,0,0.07291
55461,0,0.12928
610991,0,0.08009
611632,0,0.1732
560840,1,0.16156
561032,1,0.08215
544061,0,0.14922
525985,1,0.15394
491600,0,0.11711
545317,1,0.28585
508138,0,0.05598
397037,1,0.07548
514214,0,0.08613
560519,0,0.12068
79176,0,0.14979
77533,1,0.12376
215308,0,0.10612
526683,1,0.10983
617909,0,0.12195
230522,1,0.13675
84743,0,0.0954
584873,0,0.16694
30619,1,0.07743
145041,0,0.03425
15700,0,0.12574
380712,0,0.07426
594083,0,0.11614
278164,0,0.16458
272296,1,0.15457
239610,0,0.09372
622475,0,0.10696
387370,0,0.11943
522123,0,0.10735
84680,0,0.04716
93339,0,0.11452
85679,0,0.27494
279910,0,0.08682
251718,0,0.13631
396865,0,0.07652
380669,0,0.07308
375563,0,0.15587
609777,0,0.09549
70640,1,0.07976
239716,0,0.1376
527550,0,0.08133
203249,1,0.20229
512869,0,0.18565
106729,0,0.12607
617984,0,0.19129
185799,0,0.1718
70445,0,0.17866
98880,0,0.08527
107425,0,0.13255
570363,0,0.07642
55761,0,0.11732
62336,0,0.08195
618668,0,0.13482
16394,0,0.11909
592611,0,0.12288
47457,0,0.19416
39711,0,0.10779
585491,0,0.11935
14926,0,0.19025
622787,0,0.07063
569208,0,0.1061
184202,0,0.09318
319998,0,0.08614
320147,1,0.11184
24273,0,0.2069
55214,0,0.10898
376115,0,0.06638
70185,0,0.16694
198045,0,0.16201
231244,1,0.18884
230634,0,0.01726
184517,1,0.1166
228610,1,0.15193
210534,0,0.13773
98558,1,0.23157
227485,0,0.06951
323566,0,0.04248
460835,1,0.14667
231370,1,0.24273
203833,0,0.0529
611174,0,0.1253
184806,1,0.1634
7841,0,0.07851
574083,0,0.16518
324886,1,0.15591
30884,0,0.10682
619429,0,0.13309
70846,1,0.09235
78741,1,0.15491
323558,0,0.04255
537031,0,0.0753
279498,1,0.09492
517457,0,0.05923
289381,0,0.18836
618001,0,0.1262
54032,0,0.09356
136605,0,0.10361
23559,0,0.15869
569457,0,0.03809
618382,0,0.09758
77564,0,0.12394
9072,1,0.09953
377340,0,0.10211
184042,1,0.07686
423085,0,0.13302
422999,0,0.14392
371172,0,0.07716
84351,0,0.26625
535502,1,0.18944
600743,0,0.06967
71499,0,0.11814
289618,0,0.15102
417678,0,0.03948
319758,1,0.15953
485268,0,0.11987
297616,0,0.0858
273752,0,0.15967
185566,0,0.14824
79711,0,0.0434
216187,0,0.09514
99826,0,0.10893
77991,0,0.27664
567734,0,0.13958
7369,0,0.12607
527387,0,0.13371
318799,0,0.12736
319397,0,0.05258
228523,0,0.15066
15261,1,0.25661
593584,0,0.16235
549874,0,0.17079
381170,0,0.25775
63733,1,0.16066
138828,0,0.06938
372408,0,0.05344
220282,1,0.08233
216107,0,0.12563
230789,0,0.02107
238810,0,0.16027
30621,0,0.07779
63517,0,0.17404
40513,0,0.11312
204978,0,0.15407
214953,0,0.09922
600670,0,0.09496
300691,0,0.04558
227266,0,0.02494
371889,0,0.05898
324212,1,0.1056
371714,0,0.05821
186273,0,0.17929
280109,0,0.13698
535641,0,0.0762
40404,0,0.10935
99829,0,0.14875
511425,0,0.12624
65191,0,0.13068
23339,1,0.25437
84341,0,0.14036
31594,0,0.1164
39422,0,0.17066
197245,0,0.1052
202480,1,0.05202
78877,0,0.25502
79071,1,0.13261
202709,1,0.14024
617693,0,0.05554
381160,0,0.051
301730,0,0.16427
610543,1,0.10438
177972,0,0.14529
9258,0,0.04198
387080,0,0.05238
381206,0,0.05049
550260,0,0.2011
143992,0,0.17856
54600,1,0.22729
228849,0,0.13745
106971,0,0.15079
78834,0,0.27945
300789,0,0.15471
402666,0,0.22296
138911,0,0.10364
136701,0,0.10976
106012,1,0.17389
196478,0,0.15446
289117,0,0.07795
513145,0,0.07664
230683,0,0.02054
99202,0,0.11089
301937,0,0.09343
273377,0,0.152
215204,0,0.27055
585215,0,0.09276
31528,0,0.11872
21953,0,0.07696
289097,0,0.01868
486873,0,0.08329
574258,0,0.07069
84235,0,0.17856
178988,0,0.03395
144335,0,0.08118
289690,0,0.193
278910,0,0.11973
8488,0,0.01997
568000,0,0.14645
69405,0,0.20913
536417,0,0.11275
272395,0,0.17929
214331,0,0.07914
372132,0,0.07139
239562,0,0.11317
85695,0,0.18305
7715,0,0.07795
618343,0,0.15058
99348,0,0.07727
561408,0,0.12586
22274,0,0.26211
371299,0,0.28405
376901,1,0.1155
186811,0,0.12177
376835,1,0.21712
289197,0,0.0209
618661,0,0.08456
71526,0,0.15852
107157,0,0.11852
297406,0,0.11715
298176,0,0.1195
184876,0,0.13327
202489,0,0.14589
185085,0,0.06425
319761,1,0.11064
508365,0,0.16369
84610,0,0.06067
39475,0,0.07975
623043,0,0.05329
78888,0,0.33738
91652,1,0.26104
54566,1,0.16281
297959,0,0.20313
574423,0,0.05359
550230,1,0.10525
559956,0,0.13215
71712,0,0.21445
184126,0,0.1454
278560,0,0.14415
144278,0,0.08049
573722,0,0.27
31364,0,0.14507
84945,1,0.22447
561190,0,0.1072
536437,1,0.13012
518564,0,0.13507
518478,0,0.10567
491587,0,0.07295
289560,1,0.18648
288982,0,0.02013
204839,0,0.05581
273837,0,0.07884
99210,0,0.16244
208666,0,0.05053
16259,0,0.12821
622190,0,0.2233
91689,0,0.0544
23558,0,0.20353
178510,0,0.1317
319996,1,0.06751
300657,0,0.08561
220546,1,0.2538
610057,1,0.15933
17390,0,0.0918
15068,0,0.12445
493028,0,0.05028
184805,0,0.10267
593886,1,0.21984
348274,0,0.08884
518114,1,0.15347
543536,0,0.05401
536391,0,0.17909
492893,0,0.13091
509874,0,0.07588
71429,0,0.11731
536454,0,0.05986
63772,0,0.16266
48561,0,0.22173
543773,1,0.17325
568077,1,0.14643
219925,0,0.1256
70877,1,0.12991
86039,0,0.18442
231198,1,0.18693
54707,0,0.10873
567991,0,0.14428
559965,0,0.13061
9263,0,0.09862
375485,0,0.22815
618822,0,0.22372
204066,0,0.1974
208981,0,0.07671
298374,0,0.1468
289489,0,0.15599
296636,0,0.04627
39581,0,0.1358
346906,0,0.05735
485922,0,0.05314
230556,0,0.07755
618478,0,0.14071
23235,0,0.14142
8130,0,0.08188
300889,0,0.05123
569477,1,0.13492
585750,0,0.07154
535725,0,0.12685
622483,0,0.24197
215888,0,0.10578
568220,1,0.08259
550030,0,0.27062
380740,0,0.07253
40617,1,0.18314
347378,1,0.1374
98529,0,0.15746
99041,0,0.24194
70021,0,0.05923
609988,0,0.12798
600070,0,0.15847
205208,1,0.0543
238365,1,0.05502
238660,0,0.10326
319157,0,0.05271
178542,0,0.15351
184648,0,0.01872
585028,0,0.10953
15790,0,0.29517
91999,0,0.05278
622789,1,0.21357
227278,0,0.02492
382486,0,0.15
544149,0,0.18645
544431,1,0.10146
107162,0,0.1262
418513,0,0.10584
40657,0,0.34233
536420,0,0.11181
619600,0,0.1784
509075,0,0.0504
49400,0,0.14712
491506,0,0.11461
319137,1,0.05255
47418,1,0.13832
32674,0,0.06638
219797,0,0.1055
221339,0,0.07928
16568,1,0.1231
289612,0,0.12719
549531,1,0.10219
55188,0,0.25697
535016,1,0.10576
21887,1,0.07401
62530,0,0.12919
559255,0,0.11708
279911,0,0.08796
48736,0,0.19836
62584,0,0.13987
55460,0,0.1291
549803,0,0.19943
545315,1,0.1299
601103,0,0.16483
592552,0,0.1461
593211,1,0.17369
610976,0,0.09808
535178,0,0.11665
544046,0,0.13914
15380,1,0.1446
423697,1,0.1203
31911,0,0.11186
24400,0,0.07429
31313,0,0.12105
376942,0,0.24723
381215,1,0.05002
8765,0,0.19751
460399,1,0.13889
197290,0,0.23544
178960,0,0.24305
202588,0,0.1281
574575,0,0.10089
17265,0,0.13063
105519,0,0.05765
84565,0,0.25519
107347,0,0.25968
375599,1,0.05014
525732,1,0.07913
49178,0,0.10713
279905,0,0.01764
559249,1,0.20394
547862,0,0.15771
71196,0,0.08209
575549,1,0.20707
106917,0,0.13701
302468,0,0.15536
30885,0,0.10682
228393,0,0.16983
227884,1,0.16506
63304,0,0.05191
227280,1,0.17729
273287,0,0.29494
55178,0,0.12013
238271,0,0.1289
296895,0,0.11702
106150,0,0.17069
622696,0,0.10404
319402,0,0.05162
611633,0,0.16931
78827,0,0.02923
485461,0,0.12747
622183,0,0.19499
184692,0,0.1037
526810,0,0.07011
376033,0,0.03983
568050,0,0.08343
62683,0,0.14065
610691,0,0.1543
204307,0,0.15165
208687,0,0.33189
47685,1,0.1394
569295,1,0.22099
537057,0,0.08245
144890,0,0.17463
610015,1,0.10691
622350,0,0.08733
575592,1,0.32578
388562,1,0.14598
273455,1,0.12633
84106,0,0.02792
196305,1,0.20363
24201,0,0.14696
17368,0,0.09855
544064,0,0.15268
375692,0,0.13454
40449,1,0.22886
550776,0,0.21943
617853,0,0.12758
594010,0,0.14169
16372,0,0.03127
278109,0,0.02509
347400,1,0.22502
9156,0,0.27026
7012,0,0.13475
216149,0,0.0537
220642,0,0.18784
92467,0,0.13462
593200,1,0.13065
460770,0,0.14959
238453,0,0.05459
78590,0,0.07897
239563,0,0.11002
601577,0,0.07964
179666,0,0.27989
618749,0,0.11532
373305,1,0.13822
519141,1,0.08588
512311,0,0.13259
586330,0,0.03836
85995,1,0.09215
418151,0,0.19467
618938,0,0.05636
7619,0,0.22794
240047,1,0.12991
209706,0,0.071
618451,0,0.13966
203660,0,0.22257
609958,1,0.09523
54270,0,0.08345
508225,0,0.07381
663446,0,0.1395
298447,0,0.13431
289779,0,0.2436
8277,1,0.08174
382582,0,0.21615
382216,0,0.07117
517495,1,0.13159
297525,1,0.10866
320753,0,0.13786
381217,0,0.0525
208876,0,0.05063
216106,0,0.14843
99933,0,0.07892
396743,0,0.07626
97915,0,0.07524
54459,1,0.12801
371748,1,0.10608
15765,0,0.20064
549534,0,0.15561
373130,1,0.08667
460461,0,0.1129
278229,0,0.1173
278550,0,0.14428
138495,0,0.24038
272825,0,0.08315
623017,0,0.06997
71116,1,0.12564
79838,0,0.21776
37063,1,0.05492
210467,0,0.09256
492169,0,0.08218
593961,0,0.16168
92773,0,0.05428
178999,0,0.20161
345361,0,0.10344
346469,0,0.19622
347167,0,0.19779
347379,0,0.09709
289570,1,0.2541
296927,0,0.05397
288992,0,0.01933
289668,0,0.19734
70329,0,0.10818
377258,0,0.10227
272547,0,0.07765
49180,0,0.11599
536433,1,0.11325
139002,1,0.17594
619101,1,0.12031
85559,0,0.07855
197084,1,0.1057
230787,0,0.02084
463517,1,0.12033
296795,0,0.08035
504879,0,0.0542
47757,0,0.12743
40017,0,0.13191
23491,0,0.17514
31938,0,0.11306
107432,0,0.31272
143252,0,0.13082
15488,0,0.16452
512537,0,0.10624
346572,0,0.20025
371295,0,0.09633
375611,0,0.2094
230718,0,0.0185
544214,0,0.1498
600102,0,0.10104
381465,0,0.08745
417755,1,0.19605
610696,1,0.13006
7974,1,0.14707
39547,1,0.09984
107531,0,0.03346
144122,0,0.08239
144972,0,0.21256
535107,1,0.15691
84297,0,0.08562
319754,0,0.11094
30759,0,0.15493
17294,0,0.0644
544104,0,0.07657
543554,0,0.05526
64045,0,0.10472
535428,0,0.10619
289494,0,0.14587
69512,0,0.09537
144059,0,0.16611
272839,1,0.25585
16910,0,0.13754
239970,0,0.12068
64577,0,0.13747
592831,1,0.12475
535826,0,0.2624
47608,0,0.11954
91997,0,0.05349
492905,0,0.2871
77710,0,0.05432
144823,1,0.17196
137080,0,0.09404
423197,1,0.15971
15402,0,0.34679
559620,0,0.13522
559296,0,0.15654
231349,0,0.07893
49146,0,0.13665
237669,0,0.1737
240603,0,0.14913
237735,0,0.16661
184883,0,0.28696
203220,0,0.10683
77999,1,0.3834
39630,1,0.12096
300406,0,0.05085
493645,0,0.14854
62831,0,0.14626
99470,1,0.27161
622003,0,0.1472
376988,0,0.19334
518482,0,0.10682
227153,0,0.14528
21906,0,0.26685
85868,0,0.17127
48513,0,0.13179
536570,0,0.09643
535505,0,0.17953
62697,0,0.1361
288724,0,0.07723
386480,1,0.15534
15669,0,0.12611
568912,0,0.13614
371604,1,0.20564
319450,0,0.05482
550225,0,0.07086
371541,0,0.17752
371220,0,0.09654
186538,0,0.06908
186323,0,0.12337
609322,0,0.10465
105890,1,0.14403
203258,0,0.18977
251117,0,0.13801
48608,0,0.13153
220767,0,0.17195
569848,1,0.14843
622532,0,0.10608
545843,0,0.13127
298041,0,0.13643
289170,0,0.01927
239647,0,0.13886
40118,1,0.17498
569061,1,0.13748
62977,0,0.12307
323074,1,0.26839
611449,1,0.40561
54381,0,0.0596
143223,0,0.07723
136625,0,0.10273
238496,0,0.05454
47798,1,0.13966
39626,0,0.12088
512099,0,0.07284
230296,0,0.10421
216640,0,0.22288
381156,0,0.05124
535817,0,0.16449
509926,0,0.11005
486900,0,0.1836
16482,1,0.1286
619066,0,0.05449
535136,0,0.11864
536962,0,0.08145
610404,0,0.08103
618144,0,0.05331
486050,0,0.21805
227571,1,0.12901
214994,0,0.16578
271426,0,0.07471
388558,0,0.08756
289697,0,0.24203
491603,0,0.11697
92263,1,0.16716
14621,0,0.16475
574580,0,0.20067
271572,0,0.15677
570203,0,0.04258
601210,0,0.06932
518199,1,0.22607
70331,0,0.07662
64500,0,0.13529
230293,0,0.10588
419335,1,0.05637
611658,0,0.1571
599721,0,0.19772
31621,0,0.17173
418253,1,0.16409
23157,0,0.11151
521410,0,0.08217
209798,0,0.26607
179041,1,0.20152
39892,1,0.12788
98525,0,0.15774
239421,0,0.12057
239570,1,0.15084
238316,0,0.05355
278350,0,0.07778
136602,0,0.0446
273928,0,0.07818
300695,0,0.07751
203564,0,0.17131
568822,0,0.16081
289538,1,0.15056
239418,0,0.0949
40445,0,0.08289
592858,0,0.05276
559067,0,0.07744
548983,0,0.20785
97858,1,0.09228
508836,0,0.14604
22891,0,0.13544
569645,0,0.11504
289671,0,0.19443
289731,0,0.24002
106962,0,0.12446
98621,0,0.06563
107277,0,0.07879
215821,1,0.07058
559898,0,0.16218
23592,0,0.12355
575384,0,0.17303
548872,1,0.07903
508006,0,0.20597
575149,0,0.16546
15690,0,0.125
209369,1,0.16585
23502,0,0.11115
23761,1,0.25296
548829,1,0.10836
584929,1,0.20475
204030,0,0.19491
289711,1,0.19562
98189,0,0.13233
567445,0,0.05275
98953,0,0.24267
568530,0,0.13723
497068,0,0.12707
39417,0,0.12037
15750,0,0.12604
8388,0,0.07847
39715,0,0.10632
41051,0,0.06923
40035,0,0.1455
320488,0,0.27814
290088,0,0.20397
8242,0,0.21584
298443,0,0.17988
560337,0,0.0805
551305,0,0.16149
506119,0,0.08363
99291,0,0.22378
105611,0,0.12447
47712,0,0.12538
32140,0,0.08318
574730,1,0.10475
585281,0,0.11566
31448,0,0.08176
31912,0,0.10016
230786,0,0.01918
573877,0,0.22415
574006,0,0.19071
30615,0,0.07864
40304,0,0.09858
238509,0,0.21456
106201,0,0.16825
544621,1,0.10383
239465,0,0.13792
278120,1,0.12237
39857,0,0.13153
16022,0,0.05365
30847,0,0.10673
508312,1,0.05563
47254,0,0.05475
40490,0,0.07803
106284,0,0.16898
30695,0,0.11886
30887,1,0.1058
39894,0,0.24854
584723,0,0.0941
548835,0,0.07885
273543,0,0.15549
271502,0,0.13393
561537,0,0.20181
508478,1,0.05582
40335,0,0.09901
593215,0,0.08391
239605,1,0.11118
558912,0,0.11776
250179,0,0.05151
47420,0,0.11677
279029,1,0.31284
560506,0,0.16784
106366,1,0.10369
296805,0,0.18259
279874,1,0.08706
278302,0,0.14346
238282,0,0.05401
567765,1,0.13572
22582,0,0.07781
23859,0,0.34561
289105,0,0.16289
545615,1,0.18207
585584,0,0.02094
484826,0,0.14853
559524,0,0.13599
287949,0,0.13305
319060,0,0.05394
230880,0,0.01862
319976,1,0.28714
272300,0,0.15155
15389,0,0.14646
238019,0,0.46059
7234,0,0.19275
7703,0,0.07798
289520,0,0.1965
302146,0,0.16414
99568,0,0.10922
30617,0,0.07828
319658,0,0.08408
584682,0,0.08124
574429,0,0.22924
279908,0,0.01729
585552,0,0.12584
273373,0,0.15378
106197,0,0.12637
560918,0,0.06319
15040,0,0.12561
289669,0,0.19329
31187,1,0.11116
584937,1,0.16899
569554,0,0.18008
250843,0,0.08567
288796,0,0.07738
584725,0,0.16306
106627,0,0.12469
569471,1,0.21378
303096,0,0.01746
318857,1,0.12733
548962,0,0.10824
550236,1,0.26849
485684,0,0.05384
491509,1,0.05445
551503,0,0.05686
486357,1,0.13459
485097,0,0.08011
545372,0,0.10603
549073,0,0.05232
544281,0,0.08475
544857,1,0.13195
545492,0,0.14452
301738,1,0.25046
320541,0,0.27657
300984,1,0.09956
319404,0,0.05825
301706,0,0.32685
319058,0,0.05457
300615,0,0.08491
301511,0,0.10585
302204,1,0.29352
302224,0,0.12471
318840,0,0.085
320111,0,0.14441
299092,0,0.14727
319347,0,0.09165
300412,0,0.19307
