CATAID,LOGIT_CLASS(1-UVUP;0-UVWEAK),REDSHIFT,SERSIC_GALFIT,SERSIC_SEXTRACTOR
321452,0,0.09727,4.4175,3.007904
220511,0,0.07769,5.3094,2.557318
62589,1,0.12847,5.7743,4.978613
184361,1,0.17056,3.6533,2.335909
202360,0,0.03576,4.0345,3.66421
380963,0,0.165,2.3778,2.175074
70166,0,0.10914,3.8446,2.641553
548831,0,0.10848,1.9698,2.113628
288082,0,0.15571,3.1016,2.575923
561274,0,0.08199,5.7716,5.618398
210146,0,0.09376,4.0366,4.484621
31775,0,0.08236,3.4451,3.788707
348219,1,0.0853,3.4695,2.54771
324856,0,0.181,4.7541,4.116712
15390,0,0.14463,2.0384,3.013442
100125,0,0.11327,5.5115,4.845584
239217,1,0.14373,3.1948,1.789092
210956,0,0.14201,2.9658,4.190064
78350,0,0.05433,4.0105,5.494526
70670,0,0.08193,4.2581,5.974175
204058,1,0.09659,1.4807,0.6934402
486404,1,0.13267,4.9314,4.31325
548954,0,0.08056,2.7336,4.28496
551505,0,0.05626,2.6744,3.559742
186013,0,0.10048,9.1637,2.817168
185892,1,0.20134,4.277,3.470089
99209,1,0.15939,4.0016,3.585885
70882,0,0.12653,2.2937,3.81327
83903,0,0.10716,2.5563,2.803279
372450,0,0.16224,4.1613,4.268321
373237,0,0.01749,5.9465,3.884974
205183,0,0.05562,2.6298,1.692927
209866,0,0.25557,4.0962,3.150605
288105,0,0.16453,3.0006,3.730797
271617,0,0.07641,4.7862,3.607131
567543,0,0.05233,3.3408,3.129236
567580,0,0.239,4.5832,2.924098
288803,0,0.04852,5.195,5.670604
507709,0,0.12635,2.3202,1.245802
32405,1,0.12221,3.4291,4.185482
534660,0,0.13116,5.3478,5.689533
15113,0,0.17399,2.8083,4.155788
346213,0,0.07257,3.4239,2.995875
325320,0,0.08703,3.0629,3.703836
375994,0,0.13374,6.1411,4.642967
79836,0,0.04478,2.5894,3.218732
491442,0,0.12899,8.9748,1.501078
197864,0,0.13405,3.8837,4.029216
272997,0,0.07733,3.5144,3.888197
380697,0,0.0733,3.1877,4.614865
535424,0,0.08066,4.3949,2.554905
599738,0,0.18956,3.6654,3.321251
575412,0,0.05487,3.3793,2.895846
378104,0,0.0851,4.9653,5.290026
287655,0,0.13482,3.5487,2.467257
619311,1,0.07848,8.2644,5.247694
623568,1,0.20731,1.4593,1.606306
622861,0,0.19923,2.5536,1.589042
425646,0,0.18913,2.0785,1.428898
238212,0,0.05452,4.5023,2.400845
31449,0,0.13134,1.491,0.7120825
549412,0,0.15793,2.6832,1.97346
30470,0,0.07782,7.829,4.261073
584795,0,0.16837,4.7971,5.473892
544755,0,0.05358,3.9438,6.358128
545259,0,0.14958,3.5699,2.772473
373057,0,0.16528,4.032,4.20567
320110,1,0.21622,4.9131,4.406522
92580,0,0.13075,2.9024,3.093652
527361,0,0.08841,2.5445,2.293556
219839,1,0.13379,3.8673,3.696653
54641,0,0.25491,2.9922,1.544098
586641,0,0.11575,2.9394,2.383566
144164,0,0.17069,4.3693,4.891065
559943,1,0.24824,5.1079,4.67763
560287,0,0.08148,4.9739,5.157438
144565,1,0.09932,4.1227,5.469538
324244,0,0.11469,3.7597,2.280774
545820,0,0.21932,3.7188,3.594123
16684,0,0.14772,2.6032,4.561871
39418,0,0.11784,4.662,4.202057
371841,0,0.15683,4.7084,7.050003
593852,0,0.13083,4.1341,3.49448
23319,0,0.07783,2.9271,2.721169
273266,0,0.18635,2.5507,2.962832
320339,0,0.10937,3.2888,4.559685
62361,0,0.08299,4.8058,4.308505
610478,0,0.10504,5.4537,6.735628
319337,0,0.05223,2.1834,2.088964
301507,0,0.10542,4.1997,3.030711
386969,0,0.20042,3.8746,4.372363
22638,0,0.07788,3.1188,2.204935
320889,1,0.08375,3.062,3.499499
323886,1,0.07173,4.9109,3.980504
534763,0,0.02827,1.9612,2.267371
91787,0,0.14269,4.3386,4.684886
297305,0,0.18947,4.8793,2.452105
16484,0,0.17732,3.1579,3.249693
23634,1,0.28598,2.2322,3.920405
14975,0,0.11381,5.2125,5.303609
319606,0,0.07874,4.3183,5.355304
91587,0,0.10496,3.7554,4.1244
536031,0,0.06036,6.2193,8.038399
289562,0,0.18653,6.3332,4.118147
574044,1,0.14874,6.0863,3.976834
593804,0,0.21967,5.1112,4.511482
320337,0,0.10956,4.3698,4.843701
534760,0,0.05253,3.9843,4.732338
32202,0,0.07562,2.2105,1.108885
106648,1,0.20205,1.8916,1.818216
300611,0,0.11157,3.3929,4.641238
227241,0,0.17467,2.0554,1.380292
54555,1,0.10818,5.7221,5.211009
622537,0,0.16592,4.0681,4.974956
23082,0,0.07853,6.1064,9.852512
618942,0,0.05577,3.2364,2.473883
346889,0,0.10568,3.4446,2.75726
600067,1,0.21817,4.5105,4.47041
611660,0,0.14868,5.8293,5.465897
30888,1,0.12196,8.052,5.41073
21994,0,0.07297,4.4439,6.196187
31824,1,0.1832,3.6309,3.127785
567766,0,0.1356,1.0638,1.724565
106562,1,0.12678,3.0134,4.020722
64279,0,0.22055,3.8328,1.941127
70339,0,0.25311,3.7663,1.57309
65447,0,0.13823,3.497,6.026756
512479,0,0.10509,3.651,2.300949
536715,0,0.19157,3.2446,2.718938
98067,1,0.09294,4.3375,4.703348
99172,0,0.11319,3.6428,4.213815
544260,1,0.04827,2.5477,3.433837
551619,0,0.05628,5.1822,7.241155
251074,0,0.08601,4.3949,4.90966
690357,0,0.16873,6.1369,8.01801
381539,1,0.08779,4.5401,6.751179
319841,0,0.11554,5.209,3.098944
278493,0,0.09575,3.3091,2.822497
575512,0,0.34804,3.4779,4.279247
21951,1,0.09946,4.179,4.598996
228111,0,0.03948,3.8568,4.988884
492266,1,0.15598,2.3399,0.9466168
388423,0,0.08554,3.6576,2.619023
388552,0,0.08583,2.8231,2.746422
7568,0,0.15753,5.4551,6.144048
220071,0,0.17124,2.3456,1.233226
221279,0,0.13261,1.6544,0.6888134
209806,1,0.26226,3.765,3.900602
209683,1,0.1567,2.7469,2.836864
7969,0,0.08555,5.61,8.114167
381221,0,0.0504,4.1278,3.852692
382538,0,0.05589,3.5305,3.176929
143924,1,0.12655,0.9386,0.5220973
594946,0,0.04385,1.6206,1.540983
537136,0,0.11984,6.9437,4.708375
49251,0,0.14897,6.6361,4.405419
30522,0,0.10797,4.2887,5.923608
287596,0,0.07455,4.2859,5.63106
39175,0,0.10647,2.9916,2.273249
287851,0,0.2238,4.4999,3.462035
273192,0,0.1864,5.1518,2.942714
40340,0,0.16952,1.3375,3.17787
372176,0,0.07034,5.5656,6.378343
143600,0,0.14399,5.9296,3.854648
346255,0,0.10754,3.9785,4.52453
6884,0,0.10511,2.2188,0.8738975
93393,1,0.10922,2.5719,2.642844
289113,0,0.02384,2.388,3.147683
239561,0,0.11271,5.5731,6.55667
383113,0,0.14282,3.0324,3.004615
22524,1,0.26556,7.3727,4.834312
143894,0,0.13503,4.2789,5.361059
32019,0,0.06315,2.1982,2.127628
536237,1,0.08254,3.5285,5.930984
47851,1,0.12375,2.1808,4.011129
493834,0,0.03456,2.6216,3.153134
106869,0,0.12307,5.3628,5.131687
549296,0,0.05217,4.4241,6.206002
271492,0,0.13315,3.9601,3.354319
41402,1,0.20922,5.9135,5.409724
40830,0,0.03498,3.5743,5.4669
69629,0,0.10744,3.4129,3.893246
77881,0,0.12327,4.4424,4.545823
372130,0,0.07189,1.8951,1.475469
372193,0,0.07275,2.2699,3.414552
593535,0,0.16322,3.9638,2.623479
84734,0,0.07641,5.0251,5.329595
106766,0,0.17028,2.4306,2.830288
221064,1,0.24204,3.6489,2.079375
551508,1,0.17704,6.2546,5.629703
215160,1,0.05109,3.6269,5.868631
47568,0,0.18676,4.7791,3.416726
536432,0,0.13013,4.7867,6.537574
98723,0,0.19953,3.42,3.066546
549525,1,0.2676,4.7411,6.101444
535089,0,0.1702,3.4924,2.9201
63417,0,0.13917,2.531,3.088654
319197,0,0.0552,2.2248,1.948058
569058,0,0.1365,3.0864,5.308828
203951,0,0.20618,4.7586,4.654644
505583,0,0.14203,6.1689,3.298914
106569,0,0.14532,4.8761,4.895649
98551,0,0.13291,4.1438,3.480021
214373,0,0.26798,2.7472,2.305925
593810,0,0.12298,4.5144,4.310883
30685,0,0.11855,4.271,4.320748
592682,0,0.16764,4.0093,5.585549
14472,0,0.11436,1.8284,0.7685151
567993,1,0.14138,2.7753,2.665283
228655,0,0.23156,2.2911,1.718821
47674,0,0.03847,3.5568,7.35434
575098,1,0.16547,4.9665,2.61849
559735,0,0.24296,7.0775,3.729596
250192,0,0.05594,2.8977,1.465787
197908,1,0.23202,2.2126,0.04948542
30983,1,0.24328,4.6346,4.377958
84050,0,0.11895,4.8423,3.861803
228890,0,0.03051,4.4527,5.097301
62494,0,0.13845,5.1201,4.570981
601248,0,0.07022,5.7082,5.684583
138143,0,0.09505,2.3034,1.812927
220294,1,0.13582,1.7371,1.709119
219992,0,0.07814,1.7884,2.371758
230202,0,0.17957,5.9762,1.893949
30854,0,0.10794,4.3026,3.10582
346140,0,0.13347,4.9177,3.521015
106188,1,0.12655,4.5132,5.929448
15689,1,0.12623,4.0198,5.988165
92069,1,0.10087,4.7512,4.971245
105613,0,0.16167,5.8004,5.415042
99928,0,0.07709,3.8952,3.34476
543489,0,0.05312,4.8889,7.347819
584727,0,0.16567,3.5942,2.235126
505258,1,0.12996,4.1634,3.628551
15620,0,0.15918,6.001,4.081504
460767,0,0.04773,3.6613,3.37401
271821,0,0.21779,4.2453,4.555787
272585,0,0.13913,7.5626,8.02047
273567,1,0.07459,2.4673,1.423795
279564,0,0.24297,1.6776,1.035665
297483,1,0.21088,4.7835,4.659605
144246,0,0.18769,4.5164,2.274935
526747,0,0.07683,4.4206,4.058904
65451,0,0.13865,4.1337,5.895396
62815,0,0.14,2.4816,1.883404
63665,1,0.25314,2.7713,2.128033
511587,0,0.14549,3.6318,5.006125
618929,0,0.05575,4.112,8.0718
40668,0,0.18452,4.8058,2.264707
487060,0,0.08386,2.7199,1.980581
560456,0,0.16811,5.36,4.312023
388559,1,0.08676,5.8429,2.036374
463295,0,0.18275,4.478,2.759031
63579,1,0.17428,1.6297,1.298067
598929,1,0.08092,4.143,3.326501
184263,0,0.15496,4.8318,4.904432
517501,0,0.10643,2.7143,2.993737
8573,0,0.1271,3.34,3.757151
65408,0,0.04338,3.6909,5.356316
619069,0,0.12998,1.9678,3.522982
220221,0,0.07874,4.8727,5.232148
298144,0,0.11827,4.5571,6.107555
525759,0,0.1691,5.9455,5.835426
622476,0,0.10312,5.4264,3.456025
107055,0,0.1504,3.1027,2.432896
347268,0,0.33812,3.4637,1.250711
493213,0,0.1152,5.0155,2.074004
497106,0,0.19696,2.4098,3.430921
32367,0,0.15804,4.5687,3.713666
84933,0,0.11006,4.4989,5.629258
348012,0,0.14266,3.3147,2.983806
397367,1,0.13305,4.3419,5.57783
460378,0,0.02923,1.8989,1.026693
107732,0,0.2161,3.8582,6.050812
28759,1,0.07744,1.8203,1.799995
221051,0,0.10013,6.2193,6.689042
39938,0,0.22644,4.9831,2.253719
505490,0,0.1154,3.0784,1.87708
92936,0,0.12075,4.6881,4.173449
91846,0,0.14396,5.1599,4.893409
9062,0,0.02167,4.7836,7.053789
559792,0,0.13034,5.1943,6.378967
573681,1,0.20799,3.4128,3.319422
574259,0,0.17324,6.0834,2.977247
371218,0,0.09737,2.777,4.674357
288947,0,0.04757,2.177,1.810417
63513,0,0.13847,4.5919,3.581341
506120,0,0.08431,3.2081,2.230674
610665,0,0.15799,4.9895,4.381807
570366,0,0.07576,4.3,5.654154
485417,0,0.20364,2.8981,1.529202
91362,0,0.24068,3.1995,2.12693
77619,0,0.13554,8.362,6.239467
568491,0,0.10176,4.1741,5.213403
79866,0,0.04393,5.601,8.609282
239527,1,0.13945,2.4082,1.619293
422994,0,0.21128,2.8551,2.754595
381068,0,0.0756,3.0401,2.292466
215721,0,0.08898,3.6454,7.69011
617515,0,0.1133,6.4069,5.006563
610937,0,0.09812,2.3676,3.955532
584959,0,0.20259,3.6093,5.871614
228531,1,0.25767,2.6871,2.865258
622788,0,0.07083,3.3159,2.300194
527265,1,0.15521,3.433,1.678939
15968,0,0.16151,4.3216,4.853679
239797,1,0.15078,5.1787,6.00892
492267,0,0.05498,4.1658,2.889681
505264,0,0.13003,6.0101,2.260137
372177,0,0.07238,2.3225,1.005618
387594,0,0.31403,7.6052,6.585298
346839,0,0.05855,3.0648,3.030251
560509,0,0.17001,3.3076,3.992787
487110,0,0.1087,4.5886,4.864962
185806,1,0.22329,2.9379,3.594077
99491,0,0.13311,3.4284,2.54539
70017,0,0.06031,2.0797,1.591458
69716,0,0.09275,4.0796,4.40319
238458,0,0.07754,6.0784,7.561536
15481,0,0.05408,4.5764,8.530338
611175,0,0.18271,3.8501,2.898278
64372,1,0.15174,3.123,1.779122
527285,0,0.12772,5.2628,6.326802
143536,0,0.11776,6.1498,7.271944
143301,1,0.13099,2.6265,0.5584226
387554,0,0.05114,4.1659,4.443448
63968,0,0.12578,3.8266,1.910479
386764,0,0.19586,4.6907,3.229303
387042,0,0.07174,2.98,2.894506
387562,0,0.30278,3.6397,3.098334
381214,0,0.05227,2.8308,2.768938
99151,0,0.08592,3.0962,2.606676
545454,0,0.07204,4.3572,5.408965
31754,1,0.09599,2.7275,2.095544
272833,0,0.08251,4.402,2.973677
319398,0,0.05458,2.1579,2.545564
301233,1,0.26485,6.3234,2.241641
347368,0,0.10115,5.2136,6.435136
9158,0,0.11095,3.2363,4.171461
536963,0,0.08293,4.0742,5.564534
618912,0,0.05577,2.5427,3.592669
209589,0,0.22311,2.306,1.631217
144826,0,0.18033,3.6322,2.163866
536430,0,0.11477,3.4858,4.278582
39629,1,0.12174,4.8434,4.274363
15816,0,0.12508,2.9777,3.866738
617893,1,0.19231,3.8199,5.319485
609360,0,0.18603,3.9694,5.104529
599977,0,0.10921,7.3468,2.038706
184575,0,0.09507,4.0703,1.675139
301894,0,0.13107,4.1079,3.96328
23880,1,0.2516,5.2984,6.378239
49051,0,0.08127,3.9569,4.240972
215692,0,0.11146,3.5962,3.365426
618869,0,0.12939,4.6496,3.652509
184013,0,0.07651,2.0183,1.372569
575586,0,0.14175,4.9,3.729613
417864,1,0.19701,5.7817,5.237608
511558,0,0.08274,4.1435,3.791798
622934,0,0.13195,2.8811,1.793362
584883,1,0.16768,3.9086,4.718364
184720,0,0.12525,3.4459,5.261768
372131,0,0.07,3.3797,3.16545
371427,1,0.11754,2.6543,2.286452
514025,0,0.12453,2.6261,1.497868
15922,0,0.10452,3.6222,4.709575
198815,0,0.13654,4.2706,7.04266
237771,1,0.17673,5.91,5.129758
79629,0,0.17533,4.0564,4.463607
418182,0,0.19394,4.1679,5.171801
297304,0,0.09789,6.3037,5.963533
288402,1,0.15798,3.2716,4.622716
514194,0,0.14495,3.7526,0.8439282
231347,0,0.18945,4.8346,5.111475
48013,0,0.07241,5.0689,6.760768
592998,0,0.05498,2.9716,3.010857
382158,0,0.05774,3.2281,3.133066
48076,0,0.16935,1.8315,2.22928
49412,0,0.14986,4.1896,5.898215
271977,0,0.09389,2.4678,1.811358
79834,0,0.04384,3.2633,9.656027
512889,1,0.30585,5.1893,3.255338
319395,0,0.05413,4.3114,4.211383
302269,0,0.12417,4.0857,5.56455
536235,0,0.08186,6.2055,3.569186
505429,0,0.1343,2.5749,3.166776
297762,0,0.11356,4.8349,2.666904
298171,0,0.27623,6.728,4.487199
376247,0,0.0422,4.857,5.103814
601625,0,0.07349,4.8529,4.517885
79302,1,0.07346,3.7737,3.634995
325467,0,0.0852,4.8519,5.426513
491593,1,0.1131,4.5235,5.037533
518041,1,0.11345,2.1493,0.4876206
346211,0,0.19612,6.2846,2.346174
567986,1,0.13976,4.9466,2.87598
143269,0,0.07707,4.5186,4.881707
32369,1,0.15833,2.2603,2.881912
536361,1,0.11102,6.1692,3.037042
324356,0,0.11801,6.4339,7.60663
184265,0,0.10575,3.2528,2.945749
30466,0,0.07763,3.6805,4.681258
204093,0,0.09503,2.9021,2.657824
298907,0,0.08706,3.2335,4.604483
55489,0,0.12138,3.3916,3.283302
526740,0,0.24562,6.3778,3.3556
599876,0,0.17879,9.9597,5.087836
63361,1,0.16158,2.3989,1.342612
70022,0,0.05987,5.2486,8.357192
63129,0,0.14939,3.6188,3.249532
144053,0,0.16348,3.4045,3.55552
273413,0,0.07502,6.6221,4.108447
559490,0,0.04739,2.3163,3.398002
592737,0,0.12398,7.6725,4.376122
511890,1,0.05549,2.4555,2.238084
512102,0,0.12101,4.5991,1.737867
205178,0,0.05609,2.4339,1.37456
536146,0,0.26056,3.7561,2.536041
78191,0,0.1673,3.3354,3.258355
79104,0,0.17947,3.5315,4.293615
536802,0,0.17981,3.5855,4.507126
228564,0,0.03002,2.8765,9.711362
185049,0,0.15008,3.9853,4.267801
240055,0,0.14965,8.2102,5.640884
39582,0,0.07697,3.9169,3.20354
39585,0,0.12254,3.3311,3.05114
423108,1,0.18787,0.4986,0.2907485
63209,0,0.13202,4.2254,3.984723
107763,1,0.21163,5.5468,1.042663
144863,1,0.15499,8.7335,2.866462
92466,0,0.05542,2.6037,4.246453
92592,0,0.08527,3.8135,5.230867
208662,0,0.1546,2.7734,3.41407
505827,0,0.17398,0.818,0.4566371
508635,0,0.12186,3.6592,3.212109
63020,0,0.12675,2.4098,2.176823
93803,0,0.03983,3.97,6.493324
534758,0,0.07805,5.9807,4.59412
272435,1,0.13287,4.6785,2.192786
272438,1,0.07873,4.1125,4.268945
560406,1,0.084,4.3355,5.888816
238993,0,0.16952,4.9752,3.902866
371409,0,0.29017,4.1018,4.619027
377964,1,0.19832,6.23,5.996874
15444,0,0.0544,2.9025,3.143918
545805,0,0.1454,5.4544,5.785598
106198,0,0.16967,4.243,4.14332
216599,1,0.20504,1.5203,1.228759
318900,1,0.17725,1.4143,0.7963205
548839,0,0.35809,2.9437,2.1923
544540,0,0.13359,4.7698,2.259416
377277,0,0.10158,4.7117,5.548991
583366,0,0.09809,2.9995,4.129176
594051,0,0.13694,3.52,3.635366
526388,0,0.08679,1.62,1.942655
55097,0,0.09395,5.1377,5.610547
543543,1,0.05596,2.3415,3.758147
543672,0,0.11185,2.3177,1.585842
611148,1,0.12349,2.3005,3.234901
136691,0,0.10519,4.1255,3.035932
599475,1,0.13021,3.4472,2.149979
485882,0,0.05285,3.9905,4.885737
272829,0,0.08328,2.8941,4.288667
273748,0,0.15926,5.8637,5.207447
585384,0,0.11656,3.8768,3.646723
197338,0,0.24453,2.5381,3.412773
289395,0,0.18781,5.3594,4.718293
381216,0,0.13139,2.721,2.372581
40338,0,0.25813,8.0828,3.820378
65416,0,0.04609,3.737,3.957499
560978,0,0.18451,4.3723,3.053377
544262,0,0.15112,3.3054,4.521718
238159,0,0.05415,1.0657,0.5236201
238540,0,0.07774,2.8645,1.997804
238265,0,0.18475,5.4005,4.102904
205089,0,0.05698,3.5341,2.144013
64586,0,0.13682,3.8652,4.996082
623743,0,0.15684,3.6953,3.834722
622123,0,0.20893,6.3731,5.227436
227611,0,0.05567,4.7502,5.708275
143180,0,0.07743,3.6586,2.955883
463142,0,0.02583,4.2101,9.487193
78523,0,0.05592,1.7459,1.131557
231304,0,0.19,4.8593,4.227198
543537,0,0.05385,3.2182,3.787262
210147,0,0.09424,5.6056,7.087848
318612,1,0.04721,2.8867,3.371173
560191,0,0.12445,7.2088,5.131966
550090,0,0.12908,1.7907,1.148246
600058,0,0.17669,4.3599,4.906742
396583,0,0.07369,3.0857,2.483411
460324,0,0.07025,2.5718,1.400914
290365,0,0.11078,4.597,4.933906
288727,0,0.07821,4.8425,3.915561
23905,0,0.15359,4.2368,4.968344
618904,0,0.05529,3.787,3.786514
592418,0,0.05381,3.1773,1.698111
93132,0,0.07221,2.0004,3.603343
91686,0,0.0546,3.6932,3.289208
15034,0,0.12539,4.4886,3.401721
517685,0,0.10697,5.381,5.32138
594184,0,0.1054,3.7758,5.180867
91961,0,0.07737,5.8367,4.835326
623862,1,0.16505,4.435,5.758106
78155,0,0.1739,4.9423,4.156077
535365,0,0.10522,4.6204,4.465547
521383,0,0.08224,4.5278,4.932453
239556,0,0.10947,4.6815,6.400787
585355,0,0.09955,2.8776,4.743187
600501,0,0.0533,3.1768,4.020044
278122,0,0.12469,4.5688,6.782834
559057,0,0.1065,3.8139,1.914152
272122,1,0.30946,5.2382,2.395981
77878,0,0.27757,3.8016,1.192653
221055,1,0.20117,3.2206,2.690144
300762,0,0.09597,1.8383,1.391646
84899,0,0.12507,1.5508,1.038674
210375,0,0.05446,4.4807,5.629097
229393,1,0.11283,2.2971,2.289023
347100,0,0.2048,4.3568,5.889792
71028,0,0.07829,2.9584,3.037931
77345,0,0.05392,4.9131,7.472933
220499,1,0.04783,6.0382,6.303991
534679,0,0.10561,3.0609,2.619325
508107,1,0.12615,2.6158,4.010056
79750,0,0.0997,5.5327,6.47872
573716,1,0.21334,3.5238,2.614826
601094,1,0.08771,2.3315,1.549158
382291,0,0.05681,4.1695,7.923946
227481,0,0.18373,3.3257,3.548016
559544,0,0.1379,2.3551,2.550403
197391,0,0.25962,2.5878,2.149172
77517,0,0.17942,5.4673,4.824181
561227,0,0.11632,7.5508,6.212666
559398,0,0.09695,4.4372,3.230225
47258,1,0.05198,1.0289,0.6120959
288040,0,0.13301,4.7237,3.33187
144504,0,0.14406,2.0058,1.681223
145417,0,0.15923,4.2312,6.049303
203817,0,0.2685,3.8654,3.555759
598947,0,0.07711,5.8709,6.790296
559432,0,0.07901,3.7357,4.207317
15518,0,0.08547,4.4096,5.242519
347395,0,0.0973,3.7749,4.189585
230455,0,0.07755,3.298,2.676669
210541,0,0.20325,4.4852,3.26129
70490,1,0.09491,2.7481,1.748548
39472,0,0.07858,3.759,5.372379
535532,0,0.13229,9.1338,3.230972
609329,0,0.10583,7.5169,7.628102
54557,0,0.16185,7.2773,3.996728
373168,0,0.08778,3.9699,5.263132
375564,0,0.04922,3.3206,4.333127
216366,0,0.14586,2.4785,3.400269
205177,1,0.05685,0.6135,0.2522849
507721,0,0.07721,3.3915,5.253911
508104,1,0.13917,4.4163,4.678212
62698,0,0.13485,3.4442,2.619386
144012,0,0.07705,3.4963,5.301119
78530,0,0.05627,2.7222,4.018959
93807,0,0.04042,5.9921,7.744893
371820,0,0.32515,7.5682,5.833027
543553,0,0.05477,3.6145,2.431571
569545,1,0.21881,5.5494,5.473797
559521,0,0.13736,3.4249,3.430951
546056,1,0.11057,2.7928,2.705751
559335,0,0.15714,3.5115,3.632939
535014,0,0.0798,4.9243,4.006081
40614,0,0.11312,4.4158,4.671812
7039,0,0.1345,4.3747,5.579954
509885,0,0.07738,2.4044,1.404247
216406,0,0.16227,4.2448,4.068433
229001,0,0.14754,2.9756,1.423672
508144,0,0.05702,3.4683,7.447002
505952,0,0.04308,4.1193,3.527161
486683,1,0.20454,3.6302,1.822113
371943,1,0.10703,3.2358,3.730267
497035,0,0.07684,3.1636,2.959037
84461,1,0.07856,3.5952,3.814529
228743,1,0.1378,1.4389,0.7347036
220216,0,0.07831,4.0798,5.375587
30752,0,0.15709,5.4385,4.389671
70186,0,0.07744,2.0658,3.756434
62824,0,0.13888,4.2853,4.125072
324183,0,0.12261,3.4177,2.203231
609876,0,0.12631,3.6961,3.641542
622362,0,0.08574,1.2552,0.783931
619170,0,0.12005,4.0126,4.541013
298228,1,0.11333,4.8667,4.985558
289102,0,0.0222,5.7032,3.064821
543676,0,0.11534,2.5989,2.094004
460762,0,0.15319,2.0699,1.788701
31127,0,0.1656,2.7247,3.516763
423470,1,0.11663,6.1968,6.176222
319771,1,0.29651,5.0695,4.31028
319070,0,0.03883,3.0499,4.443881
537184,0,0.1195,1.9563,2.166505
23381,0,0.0781,3.1233,1.822583
573839,0,0.15489,4.3836,4.023936
185154,1,0.17382,2.4269,0.9040964
298199,0,0.12898,3.3664,3.805621
70636,0,0.08585,2.5719,2.613133
106200,0,0.20125,4.2805,4.193375
205085,0,0.05401,3.8741,2.244463
184999,0,0.16496,4.044,4.107308
99121,0,0.07854,4.577,4.13548
239656,0,0.13786,6.0402,3.09871
485060,0,0.29425,3.3774,0.9692444
381157,0,0.05233,3.7621,6.016565
600321,0,0.15764,3.5758,4.25728
527546,0,0.16027,3.7061,5.106966
272967,0,0.0778,3.0872,4.55906
205211,0,0.05357,3.9103,3.642094
560514,0,0.12027,2.4836,5.249784
48735,0,0.05591,2.3925,2.665398
618466,0,0.14046,4.7712,3.878531
55098,0,0.09399,2.4359,2.231289
144135,0,0.16934,4.1682,6.35964
136624,0,0.04504,2.3902,3.054511
84862,0,0.10501,4.1418,2.771563
536434,0,0.05967,1.4102,1.688873
535415,0,0.136,2.6482,3.658578
39269,0,0.10643,2.3963,2.071521
99439,0,0.30498,0.7147,2.517846
272995,0,0.01802,5.8209,0.8704233
273714,1,0.18398,7.4807,7.230041
70948,0,0.20398,3.4209,2.660054
145729,0,0.03981,1.7985,0.7714474
512945,0,0.14868,3.8688,5.173898
509882,1,0.07823,0.9155,0.9636798
383147,0,0.08899,4.4551,4.666854
486139,0,0.05373,1.7409,3.22675
301692,0,0.11889,2.795,3.178872
185567,0,0.08234,3.7097,4.001213
70410,0,0.17857,5.5859,4.289622
54644,0,0.24773,3.2513,2.889404
214697,0,0.27997,3.5808,1.653008
610120,0,0.0808,4.9868,7.520319
617671,0,0.14649,2.319,1.237878
186059,1,0.08125,2.5008,4.577335
220394,0,0.02051,2.2584,2.195093
567851,0,0.16012,3.5394,3.966393
618612,0,0.08532,5.0295,3.533
505073,0,0.13891,4.4726,3.998427
85704,1,0.18329,4.113,2.919333
92875,1,0.09518,3.0365,3.167925
507772,1,0.1813,1.8117,1.707927
78920,0,0.21014,2.3571,2.914175
486053,0,0.17991,2.6791,1.922878
574343,0,0.19598,3.4141,2.622463
204055,0,0.18524,4.0165,4.256604
507724,0,0.12754,4.5976,4.941176
507790,0,0.12472,3.9736,4.646993
487115,0,0.08347,4.9589,6.136266
611185,1,0.18177,3.1664,3.625264
198631,0,0.0557,3.3773,4.855725
85152,0,0.1692,5.9783,8.522991
422993,0,0.14395,4.8342,7.700296
6840,1,0.19309,3.6694,3.053675
380674,0,0.07332,5.1016,4.002667
220437,1,0.07837,3.7875,4.416539
220841,0,0.19277,3.843,2.335547
227290,0,0.0255,1.7841,1.74534
184734,0,0.2673,9.5633,3.574296
536360,0,0.11167,4.0761,3.331716
238118,1,0.04801,4.1017,5.382809
215482,0,0.16769,2.1843,1.899356
144276,0,0.14617,5.4291,6.21659
371572,1,0.18903,3.2655,5.896445
54687,0,0.10561,4.7923,3.911745
380912,0,0.11184,3.9079,2.966608
550347,0,0.29605,3.2713,1.638981
97918,0,0.07459,3.7292,2.965324
560038,0,0.10691,5.4122,5.083238
600144,0,0.16245,2.6245,1.318652
77976,0,0.26521,4.5156,1.818184
693961,1,0.15059,4.4377,7.484302
30690,1,0.0695,5.3999,7.013424
273684,0,0.1141,4.5257,4.353341
319599,0,0.14917,2.942,1.8655
64041,0,0.08813,2.7895,2.275724
65083,0,0.08261,2.0329,1.598245
220328,0,0.02044,2.5099,1.143224
610904,0,0.12744,4.9968,8.074481
209368,0,0.06615,4.2812,6.881603
250243,1,0.05451,5.0748,3.578594
511586,0,0.13847,5.1719,4.588587
592859,0,0.16816,2.4997,2.90505
198050,1,0.16146,5.855,5.075378
40088,0,0.18905,4.3596,3.94537
47448,0,0.11645,4.3003,3.406619
622454,0,0.10868,9.2117,7.373426
279878,0,0.08733,3.9559,5.40112
298613,0,0.32718,2.4186,3.043739
23070,0,0.07909,3.8322,6.333753
49941,0,0.07732,4.5487,7.247866
569372,0,0.10686,6.7582,7.727184
227937,0,0.102,4.0317,3.806644
