CATAID,LOGIT_CLASS(1-UVUP;0-UVWEAK),REDSHIFT,SERSIC_GALFIT,SERSIC_SEXTRACTOR
321416,0,0.14254,3.2737,3.415044
84894,0,0.10524,5.5576,4.293489
376097,0,0.06765,5.9327,4.923391
239151,0,0.08491,4.2843,4.262401
240090,1,0.11919,1.5544,2.239113
210748,0,0.09099,3.4749,4.907128
525715,0,0.38139,1.7819,1.716745
319527,0,0.08426,3.5768,2.7646
319934,0,0.21598,3.2943,3.922118
373372,1,0.1221,3.6773,2.829329
230567,0,0.04749,3.9751,6.861049
505397,0,0.05732,4.2764,2.391526
145458,1,0.15774,3.9405,5.725848
99466,0,0.12548,8.7987,5.319631
537139,0,0.07028,2.1937,1.726939
375791,0,0.07785,2.3146,3.743673
271611,0,0.075,2.9163,3.243779
323248,0,0.06201,2.2676,0.8437885
543857,0,0.03249,7.6431,2.413879
23388,0,0.11299,4.986,4.865478
418510,0,0.19777,3.1378,2.029675
186105,1,0.08239,1.2832,1.294623
84588,1,0.07894,3.3199,3.333616
568628,1,0.07363,1.2538,0.89749
62209,0,0.07972,3.7791,2.729476
184236,0,0.10547,3.5887,5.028595
41059,0,0.0708,4.3111,4.661464
569547,0,0.18049,4.1219,4.570561
320549,0,0.07741,2.0217,1.606409
381155,0,0.05057,2.5533,1.171016
279652,1,0.33625,1.9311,1.195162
271846,0,0.13252,3.8278,6.002347
663510,1,0.13751,2.9871,2.374341
383050,1,0.20105,3.8715,3.52859
239214,0,0.14354,6.111,3.590277
84860,0,0.19909,2.7822,2.392638
545522,0,0.14477,3.2255,3.190535
16724,0,0.15015,5.3109,5.658596
509433,0,0.14947,4.9437,4.424536
144996,1,0.11056,6.159,8.886211
78076,1,0.25952,1.8971,1.917265
647226,0,0.05557,0.6562,0.08596005
186719,0,0.29181,3.0083,2.43232
144004,0,0.16595,5.4186,3.662935
560836,0,0.08227,2.559,3.141059
62244,0,0.05329,4.5813,5.857063
62564,0,0.14027,3.8484,2.359462
561180,0,0.07193,2.4456,2.935853
423356,0,0.12732,5.5438,6.537667
574261,0,0.17145,4.1434,3.715118
98015,0,0.12226,4.1718,5.628301
93092,0,0.10858,5.9365,5.89097
78966,0,0.10541,4.7862,4.567324
49942,0,0.0774,2.3611,0.8072903
485886,0,0.05147,1.4734,1.042959
380617,0,0.10503,3.9332,5.347065
92129,0,0.14604,5.7665,6.336381
137578,0,0.32823,3.4892,2.578765
324300,1,0.16568,3.1941,3.97688
372017,0,0.19988,6.3934,4.954288
323318,0,0.20525,3.3321,2.266083
239383,0,0.30021,5.0774,4.769502
39759,0,0.11983,4.4141,5.311139
289393,0,0.18754,4.1307,4.547703
63622,0,0.13827,4.3204,3.599885
422078,1,0.11279,3.8431,4.511219
99120,0,0.08219,6.6368,4.551425
99695,0,0.10927,2.9781,3.030497
205096,0,0.05304,3.7882,1.831459
227758,0,0.16972,4.9407,3.553459
372380,0,0.11436,1.9841,1.193012
610674,0,0.10184,3.7697,4.180701
289121,0,0.24082,3.5709,2.693244
569581,1,0.17819,2.1705,0.773474
550288,0,0.26427,5.0859,3.871408
493173,1,0.11588,3.8926,3.261831
99203,0,0.07914,3.6725,4.24978
198080,0,0.16116,3.1484,4.626484
196543,1,0.16359,3.8234,4.486786
106771,1,0.16104,2.5619,3.153311
560158,0,0.12578,4.4023,2.404676
536127,0,0.11493,5.5015,6.289164
324852,1,0.28372,2.6987,1.736249
144764,0,0.17283,3.5554,3.845125
592592,0,0.12514,5.0568,3.870374
251016,0,0.15158,4.5916,2.839238
297053,0,0.05488,6.9169,4.586942
184689,0,0.08028,2.6703,1.612757
138910,0,0.10336,3.2923,3.036571
32627,0,0.25923,1.8679,1.929389
92103,1,0.10299,1.9901,2.153666
319759,0,0.15577,4.3024,3.292785
297139,0,0.16935,4.4787,4.862196
372186,0,0.16432,4.0358,4.654409
91531,0,0.13585,6.7982,5.9403
592738,0,0.124,1.5846,1.665259
16507,0,0.0559,5.217,6.287546
64787,0,0.10851,3.0813,2.493722
397012,0,0.10277,3.3808,2.850367
417753,0,0.19657,2.8366,0.6261096
512552,0,0.07221,6.3426,8.181151
184990,0,0.15286,3.1589,7.199825
561535,0,0.20478,5.7454,2.159104
54748,1,0.11039,2.8533,3.785934
323278,0,0.19985,7.6202,4.286519
559809,0,0.12752,6.0545,4.885728
512721,0,0.13868,4.5572,8.077007
518102,0,0.12777,3.1044,2.553151
28804,0,0.17851,2.5125,2.667995
585193,0,0.11698,6.0737,6.277444
535457,0,0.08046,2.1966,4.999816
28758,0,0.07769,3.7135,5.309219
301843,0,0.13214,3.0343,1.895557
324592,1,0.24039,4.7073,5.684715
618986,0,0.13341,4.7874,5.195559
418240,0,0.18919,4.0062,4.215444
62703,0,0.13785,3.6008,5.089843
31455,0,0.14676,3.4991,4.085974
54637,0,0.25885,3.3255,1.238876
297895,0,0.13651,8.7122,3.87497
544389,0,0.19046,5.5353,6.857531
347374,0,0.15848,4.2987,4.867912
106383,0,0.12632,2.7902,1.37389
227191,0,0.14657,2.1119,3.203189
323541,0,0.06758,3.4886,3.201217
619258,1,0.05707,4.9252,6.098988
209621,0,0.21115,4.4188,4.840351
209873,0,0.25879,4.3306,3.631205
185837,1,0.17669,3.2453,5.192737
508705,0,0.09114,4.0916,5.152971
584827,0,0.17298,3.8861,4.539279
92504,0,0.19074,3.2182,2.817366
63573,1,0.12971,2.0263,1.435817
40110,1,0.08153,2.374,2.006683
214980,0,0.15655,3.5222,2.974452
14567,0,0.11393,5.2577,5.456797
526812,0,0.07019,3.4343,7.832016
63104,0,0.16301,0.0485,4.860855
145348,0,0.19978,4.6957,3.704674
396708,0,0.07554,3.3493,3.32896
78295,0,0.20497,3.2192,1.791907
618600,0,0.13455,3.7053,3.096802
278808,1,0.10923,3.9084,2.917975
84655,0,0.06093,2.4458,4.323229
91909,1,0.29602,2.5572,0.9457734
592672,0,0.07744,2.2953,1.522347
301754,0,0.07104,4.4206,4.599573
22493,0,0.15744,4.7577,4.679739
93397,0,0.10874,4.1152,5.165641
91545,1,0.05293,4.9195,8.072178
278725,0,0.04081,4.3375,8.897102
574205,0,0.22167,4.1089,5.169693
48846,1,0.10765,4.5902,2.574236
610187,0,0.16865,3.4153,3.508606
593410,1,0.12874,5.2861,4.868018
559397,0,0.12628,4.1797,4.531668
54333,0,0.09917,4.774,5.106374
100105,0,0.0981,5.9254,6.317521
386813,0,0.12474,4.5,3.353115
203295,0,0.19249,2.6438,1.890086
567907,0,0.08784,2.9862,2.415796
567970,0,0.14351,4.3956,4.138706
91989,0,0.0533,5.317,3.733438
319300,0,0.05327,1.1342,0.6640339
98823,0,0.10087,3.2985,2.959863
239495,0,0.10973,3.3911,4.722177
288658,0,0.1318,7.2279,5.678953
301515,0,0.10462,3.976,4.885264
485921,0,0.05525,4.753,5.787275
220464,0,0.08649,3.7106,3.661117
376597,1,0.07034,3.2323,1.205544
64160,1,0.1227,2.9433,2.4925
30791,0,0.13889,4.1485,4.54512
184932,0,0.07706,6.7721,8.028945
423784,0,0.02626,2.7168,0.9987565
397083,0,0.15422,6.9295,6.724849
220223,0,0.11226,2.7962,4.543587
512071,0,0.07979,2.0739,1.607022
107455,0,0.11674,4.321,5.187397
184274,0,0.04582,1.6512,1.579266
599404,0,0.16072,3.7551,3.45854
289723,0,0.19691,5.0037,5.38581
372020,1,0.19779,3.466,3.944065
491454,0,0.0295,3.9628,3.258133
22596,0,0.07796,3.1078,4.085734
584518,0,0.10917,2.0667,1.950252
186401,0,0.19863,5.3146,5.531813
380698,0,0.07291,2.3141,1.786601
55461,0,0.12928,3.4458,3.832893
610991,0,0.08009,3.7793,2.93367
611632,0,0.1732,3.9946,2.008287
560840,1,0.16156,3.837,6.711871
561032,1,0.08215,3.3006,3.118507
544061,0,0.14922,3.0352,2.572194
525985,1,0.15394,6.5786,5.34452
491600,0,0.11711,5.3914,1.611928
545317,1,0.28585,3.5599,3.201864
508138,0,0.05598,1.8869,1.56931
397037,1,0.07548,1.9089,3.120947
514214,0,0.08613,5.5347,2.919754
560519,0,0.12068,2.8432,1.813227
79176,0,0.14979,3.8673,3.607118
77533,1,0.12376,4.5586,4.704911
215308,0,0.10612,2.4504,3.259423
526683,1,0.10983,5.5988,5.335723
617909,0,0.12195,5.7791,6.786783
230522,1,0.13675,3.0327,3.398264
84743,0,0.0954,5.3595,5.384921
584873,0,0.16694,4.9642,1.545238
30619,1,0.07743,1.8574,1.703594
145041,0,0.03425,2.678,2.456588
15700,0,0.12574,3.3175,4.236491
380712,0,0.07426,6.1324,3.973353
594083,0,0.11614,3.0938,3.058396
278164,0,0.16458,2.0849,2.82741
272296,1,0.15457,5.7856,6.462561
239610,0,0.09372,3.9166,4.764298
622475,0,0.10696,3.9115,2.493145
387370,0,0.11943,3.5137,4.146397
522123,0,0.10735,2.3783,1.371948
84680,0,0.04716,2.7705,2.62111
93339,0,0.11452,3.1247,1.510125
85679,0,0.27494,2.7839,2.209107
279910,0,0.08682,7.7587,9.559018
251718,0,0.13631,4.8336,4.31463
396865,0,0.07652,4.1739,5.250948
380669,0,0.07308,4.0478,3.7557
375563,0,0.15587,3.5725,2.946551
609777,0,0.09549,3.5356,5.128976
70640,1,0.07976,3.4869,3.096482
239716,0,0.1376,4.3905,3.939456
527550,0,0.08133,3.2326,4.275108
203249,1,0.20229,4.5683,3.642839
512869,0,0.18565,4.6681,9.726256
106729,0,0.12607,3.6092,4.729445
617984,0,0.19129,5.9759,3.723045
185799,0,0.1718,4.7928,3.409128
70445,0,0.17866,2.9935,1.541999
98880,0,0.08527,3.4944,5.618429
107425,0,0.13255,5.1024,5.156719
570363,0,0.07642,3.8593,3.752557
55761,0,0.11732,4.2946,2.529833
62336,0,0.08195,3.4614,3.759167
618668,0,0.13482,3.4647,4.754211
16394,0,0.11909,4.3616,5.655465
592611,0,0.12288,3.0261,3.844366
47457,0,0.19416,4.9909,5.309594
39711,0,0.10779,5.6363,4.139834
585491,0,0.11935,3.808,3.779257
14926,0,0.19025,0.8678,0.7409224
622787,0,0.07063,4.1926,4.348805
569208,0,0.1061,2.3427,2.27867
184202,0,0.09318,3.2882,4.135273
319998,0,0.08614,2.6086,3.387489
320147,1,0.11184,6.777,5.778413
24273,0,0.2069,5.7331,5.622013
55214,0,0.10898,3.5451,2.909113
376115,0,0.06638,2.3147,1.580074
70185,0,0.16694,2.667,4.055686
198045,0,0.16201,3.8751,2.465558
231244,1,0.18884,3.9192,3.162854
230634,0,0.01726,2.4693,1.40043
184517,1,0.1166,5.5835,6.821705
228610,1,0.15193,1.9528,3.014524
210534,0,0.13773,1.6201,3.161964
98558,1,0.23157,3.0814,1.736137
227485,0,0.06951,4.2252,5.918134
323566,0,0.04248,3.1688,3.335916
460835,1,0.14667,1.4388,1.527119
231370,1,0.24273,3.5844,2.05936
611174,0,0.1253,5.0605,4.891669
184806,1,0.1634,4.4297,4.880635
7841,0,0.07851,1.868,1.774635
574083,0,0.16518,5.1206,4.587235
324886,1,0.15591,5.6974,4.11825
30884,0,0.10682,8.7555,2.597468
619429,0,0.13309,5.0087,3.702857
70846,1,0.09235,3.3312,2.450525
78741,1,0.15491,3.7201,2.094185
323558,0,0.04255,4.4206,7.434215
537031,0,0.0753,4.7139,6.227725
279498,1,0.09492,2.4796,2.106025
517457,0,0.05923,4.7136,6.855545
289381,0,0.18836,4.9066,4.93612
618001,0,0.1262,4.3522,3.429332
54032,0,0.09356,1.8749,1.957295
136605,0,0.10361,4.6314,6.899856
569457,0,0.03809,2.4235,3.202775
618382,0,0.09758,3.1876,4.402119
77564,0,0.12394,3.3218,3.14801
9072,1,0.09953,5.0139,6.061264
377340,0,0.10211,5.0334,6.560715
184042,1,0.07686,6.0872,9.5713
423085,0,0.13302,4.081,2.153497
371172,0,0.07716,4.8396,8.546953
84351,0,0.26625,4.1967,2.473712
535502,1,0.18944,5.9382,4.077151
600743,0,0.06967,4.1873,6.58799
71499,0,0.11814,4.9871,4.697097
289618,0,0.15102,5.7201,5.072595
417678,0,0.03948,0.329,0.1004865
319758,1,0.15953,4.0646,3.901566
485268,0,0.11987,4.5988,3.669233
297616,0,0.0858,6.5711,5.522729
273752,0,0.15967,9.1938,6.09756
185566,0,0.14824,2.2653,1.702997
79711,0,0.0434,3.3603,3.096863
216187,0,0.09514,5.7206,6.552174
99826,0,0.10893,4.8311,6.081422
77991,0,0.27664,2.9943,1.76528
567734,0,0.13958,5.1253,6.167109
7369,0,0.12607,3.8898,4.050854
527387,0,0.13371,4.5634,3.556886
318799,0,0.12736,4.3565,5.209814
319397,0,0.05258,5.9245,4.826639
228523,0,0.15066,2.783,3.000083
15261,1,0.25661,3.1902,2.514171
593584,0,0.16235,2.2994,3.456608
549874,0,0.17079,3.4971,3.369344
381170,0,0.25775,2.4266,2.396569
63733,1,0.16066,2.0639,1.081497
138828,0,0.06938,3.1451,5.641925
372408,0,0.05344,2.7542,2.718357
220282,1,0.08233,4.7875,6.20332
216107,0,0.12563,2.9816,4.227425
230789,0,0.02107,2.2015,4.392257
238810,0,0.16027,4.3212,2.442462
30621,0,0.07779,3.234,3.39286
63517,0,0.17404,3.778,3.671584
40513,0,0.11312,4.6049,3.702426
204978,0,0.15407,3.7203,5.557144
214953,0,0.09922,3.8345,4.67713
600670,0,0.09496,3.7654,2.899912
300691,0,0.04558,4.3894,6.02839
227266,0,0.02494,4.0778,5.34577
371889,0,0.05898,2.3361,1.681149
324212,1,0.1056,2.2293,1.130205
371714,0,0.05821,1.8895,1.723332
186273,0,0.17929,4.2859,2.423555
280109,0,0.13698,3.9898,2.922724
535641,0,0.0762,3.1748,3.444609
40404,0,0.10935,4.9699,5.064851
99829,0,0.14875,6.199,5.956185
511425,0,0.12624,2.5723,3.427879
65191,0,0.13068,3.9923,4.652418
23339,1,0.25437,5.197,2.774045
84341,0,0.14036,3.4354,2.588255
31594,0,0.1164,3.7961,3.935454
39422,0,0.17066,5.0604,2.968336
197245,0,0.1052,4.9067,5.361505
78877,0,0.25502,4.2337,0.5447135
79071,1,0.13261,3.8025,8.784575
202709,1,0.14024,1.9792,2.281561
617693,0,0.05554,4.2839,6.258078
381160,0,0.051,1.7586,1.779093
301730,0,0.16427,2.5459,3.062302
610543,1,0.10438,4.7221,4.819552
177972,0,0.14529,3.8574,3.78315
9258,0,0.04198,4.2925,5.547062
381206,0,0.05049,5.7519,3.030984
550260,0,0.2011,4.8661,7.500035
143992,0,0.17856,4.0269,4.083935
54600,1,0.22729,1.0799,1.970316
228849,0,0.13745,4.9322,2.83962
106971,0,0.15079,4.921,3.701497
78834,0,0.27945,5.1858,4.073507
300789,0,0.15471,3.228,4.448305
402666,0,0.22296,4.4413,4.546496
138911,0,0.10364,2.2219,1.359574
136701,0,0.10976,3.1183,2.559815
106012,1,0.17389,4.4816,3.646205
196478,0,0.15446,7.245,6.006133
289117,0,0.07795,5.9744,6.990667
513145,0,0.07664,3.1628,5.707604
230683,0,0.02054,2.3581,2.743754
99202,0,0.11089,4.7372,5.829941
301937,0,0.09343,5.7635,4.482887
273377,0,0.152,5.059,6.060635
215204,0,0.27055,5.0683,0.5740205
585215,0,0.09276,3.8058,4.682652
31528,0,0.11872,5.0076,4.269297
21953,0,0.07696,0.9748,1.074181
289097,0,0.01868,3.727,7.85722
486873,0,0.08329,3.5331,4.003877
574258,0,0.07069,2.8094,3.858027
84235,0,0.17856,4.2962,3.416623
178988,0,0.03395,3.5175,5.519667
144335,0,0.08118,3.2544,3.755078
289690,0,0.193,1.909,1.192717
278910,0,0.11973,2.6478,3.571616
8488,0,0.01997,4.1621,9.41848
568000,0,0.14645,4.3107,4.499899
69405,0,0.20913,8.269,4.682355
536417,0,0.11275,4.8122,3.902201
272395,0,0.17929,5.0216,4.82402
214331,0,0.07914,2.1862,2.176899
372132,0,0.07139,2.7329,4.835362
239562,0,0.11317,1.9117,2.009879
85695,0,0.18305,4.4399,3.212225
7715,0,0.07795,4.3754,2.245911
618343,0,0.15058,4.8612,7.189664
99348,0,0.07727,2.3717,1.392267
561408,0,0.12586,3.7105,3.098399
22274,0,0.26211,3.0868,4.995326
371299,0,0.28405,4.4487,3.16379
376901,1,0.1155,3.4828,2.920816
186811,0,0.12177,3.4989,5.113149
376835,1,0.21712,3.7885,2.486002
289197,0,0.0209,4.8343,2.417312
618661,0,0.08456,4.9361,4.192853
71526,0,0.15852,4.6223,5.19633
107157,0,0.11852,3.9653,6.232572
297406,0,0.11715,2.8541,1.073312
298176,0,0.1195,2.6805,1.816813
184876,0,0.13327,5.1093,5.744439
202489,0,0.14589,4.0502,5.30251
185085,0,0.06425,4.0759,5.473522
319761,1,0.11064,1.8787,4.680792
508365,0,0.16369,3.8304,3.539301
84610,0,0.06067,5.0764,5.392228
39475,0,0.07975,2.1111,1.08346
623043,0,0.05329,3.153,4.849142
78888,0,0.33738,3.8571,3.172313
91652,1,0.26104,2.5166,2.156715
54566,1,0.16281,3.7161,3.913866
297959,0,0.20313,7.1904,3.52741
574423,0,0.05359,4.6669,5.634622
550230,1,0.10525,3.8041,4.735746
559956,0,0.13215,4.06,2.367863
71712,0,0.21445,4.2979,2.768553
184126,0,0.1454,4.3569,4.393927
278560,0,0.14415,3.2703,2.679429
144278,0,0.08049,3.0554,2.620255
573722,0,0.27,2.5719,1.172704
31364,0,0.14507,2.8544,3.023418
84945,1,0.22447,4.8523,2.896364
536437,1,0.13012,4.9183,5.045834
518564,0,0.13507,4.4862,5.610304
518478,0,0.10567,2.9048,2.08991
491587,0,0.07295,4.1398,3.50807
289560,1,0.18648,3.1138,3.748309
288982,0,0.02013,2.9413,3.729418
204839,0,0.05581,3.1695,5.860035
273837,0,0.07884,2.4546,1.039175
99210,0,0.16244,5.1154,4.699418
208666,0,0.05053,1.3762,1.619668
16259,0,0.12821,3.3219,3.862415
622190,0,0.2233,1.4799,1.551446
23558,0,0.20353,3.511,3.560026
178510,0,0.1317,2.6105,1.868577
319996,1,0.06751,3.3616,2.534376
300657,0,0.08561,4.6125,4.383766
220546,1,0.2538,2.2207,1.123271
610057,1,0.15933,4.7674,2.706022
17390,0,0.0918,4.6344,5.477181
15068,0,0.12445,1.5881,0.5515906
493028,0,0.05028,5.0438,5.08028
184805,0,0.10267,3.222,3.044258
593886,1,0.21984,2.1106,1.132551
348274,0,0.08884,5.042,2.358233
518114,1,0.15347,5.1056,5.577136
543536,0,0.05401,4.3539,8.902268
536391,0,0.17909,6.298,2.986338
492893,0,0.13091,4.3152,4.830857
509874,0,0.07588,4.1789,6.143839
71429,0,0.11731,6.9743,3.546527
536454,0,0.05986,6.3344,8.222555
63772,0,0.16266,3.3962,3.910534
48561,0,0.22173,5.6184,5.040188
543773,1,0.17325,1.1886,2.913849
568077,1,0.14643,4.7757,5.218863
219925,0,0.1256,3.4893,4.201888
70877,1,0.12991,3.3289,3.753083
86039,0,0.18442,7.6502,5.132042
231198,1,0.18693,4.2446,4.300723
54707,0,0.10873,3.7944,3.399229
567991,0,0.14428,3.4683,2.885094
559965,0,0.13061,1.7453,4.054598
9263,0,0.09862,2.4517,1.362386
375485,0,0.22815,2.2302,2.741864
618822,0,0.22372,1.9834,1.587287
204066,0,0.1974,2.1626,2.07652
208981,0,0.07671,4.392,6.344483
298374,0,0.1468,8.8579,4.06953
289489,0,0.15599,4.5847,5.72669
296636,0,0.04627,1.7148,2.269515
39581,0,0.1358,3.2245,2.725102
346906,0,0.05735,0.9185,0.9593537
485922,0,0.05314,0.7854,0.2737289
230556,0,0.07755,3.0121,2.079501
618478,0,0.14071,3.3345,2.999215
23235,0,0.14142,4.4639,5.01227
8130,0,0.08188,3.6913,3.502304
300889,0,0.05123,3.9836,3.458187
569477,1,0.13492,4.4741,5.647561
585750,0,0.07154,4.3245,4.081808
535725,0,0.12685,4.6782,3.392371
622483,0,0.24197,5.4587,4.750022
215888,0,0.10578,0.8295,1.155661
550030,0,0.27062,3.144,2.714034
380740,0,0.07253,3.2953,2.925057
40617,1,0.18314,4.4543,4.105013
347378,1,0.1374,1.0831,0.6955342
98529,0,0.15746,6.5341,2.397086
99041,0,0.24194,3.1416,2.672677
70021,0,0.05923,3.4421,3.369774
609988,0,0.12798,5.867,4.760806
600070,0,0.15847,2.2501,2.180194
205208,1,0.0543,3.0788,2.951514
238365,1,0.05502,1.1922,0.5450726
238660,0,0.10326,4.0855,4.454875
319157,0,0.05271,2.1545,1.044047
178542,0,0.15351,4.633,2.814348
184648,0,0.01872,3.4249,6.889405
585028,0,0.10953,2.9576,2.740077
15790,0,0.29517,5.3754,1.336613
91999,0,0.05278,2.5587,3.873962
622789,1,0.21357,1.7385,2.046729
227278,0,0.02492,2.6293,5.01215
382486,0,0.15,2.0407,2.353094
544149,0,0.18645,4.879,5.59089
544431,1,0.10146,2.6749,4.470933
107162,0,0.1262,6.4385,5.768028
418513,0,0.10584,3.0015,3.924657
40657,0,0.34233,4.8907,1.760773
536420,0,0.11181,3.2896,1.004414
619600,0,0.1784,4.219,2.755962
509075,0,0.0504,4.3006,3.613587
49400,0,0.14712,3.8298,4.80158
491506,0,0.11461,3.7252,4.186699
319137,1,0.05255,4.3889,7.59883
47418,1,0.13832,1.907,1.384648
32674,0,0.06638,4.6317,4.494773
219797,0,0.1055,4.7411,4.19287
221339,0,0.07928,4.7014,4.730839
16568,1,0.1231,2.6291,3.39973
289612,0,0.12719,3.6896,3.863744
549531,1,0.10219,3.6965,4.888178
55188,0,0.25697,4.368,6.603381
535016,1,0.10576,4.4132,3.285391
21887,1,0.07401,3.699,3.595701
62530,0,0.12919,6.1394,3.945928
559255,0,0.11708,6.425,6.10182
279911,0,0.08796,2.7507,2.629081
48736,0,0.19836,5.9019,4.847953
62584,0,0.13987,2.6799,1.968435
55460,0,0.1291,4.7668,4.36726
549803,0,0.19943,6.2956,3.100391
545315,1,0.1299,3.8808,5.138596
601103,0,0.16483,4.2659,3.55326
592552,0,0.1461,6.3762,4.975006
593211,1,0.17369,3.586,5.37886
610976,0,0.09808,2.3095,3.627555
535178,0,0.11665,3.7015,4.602608
544046,0,0.13914,5.9156,4.054284
15380,1,0.1446,3.3593,5.025974
423697,1,0.1203,6.0039,5.218469
31911,0,0.11186,4.1645,3.403931
24400,0,0.07429,2.8599,2.731368
31313,0,0.12105,5.5543,5.839114
376942,0,0.24723,3.8699,1.959758
381215,1,0.05002,0.9851,0.3669955
8765,0,0.19751,6.6682,3.657933
460399,1,0.13889,5.25,4.285575
197290,0,0.23544,3.5727,4.466987
178960,0,0.24305,4.8568,1.240673
202588,0,0.1281,4.8051,4.743955
17265,0,0.13063,4.9536,6.830388
105519,0,0.05765,4.0501,6.424645
84565,0,0.25519,6.2965,3.964233
107347,0,0.25968,6.0808,5.430332
375599,1,0.05014,2.5866,3.65824
525732,1,0.07913,1.4872,0.4445871
49178,0,0.10713,6.3229,5.107558
279905,0,0.01764,3.9817,5.944973
559249,1,0.20394,1.8366,2.705834
547862,0,0.15771,4.9178,2.692391
71196,0,0.08209,3.5968,3.196646
575549,1,0.20707,3.2509,2.757837
106917,0,0.13701,4.3435,4.171239
302468,0,0.15536,5.914,4.497533
228393,0,0.16983,1.159,1.501328
227884,1,0.16506,1.746,1.152484
63304,0,0.05191,4.646,7.960518
227280,1,0.17729,4.4376,3.070217
273287,0,0.29494,2.6796,1.503747
55178,0,0.12013,7.3567,4.359548
238271,0,0.1289,4.4972,5.507458
296895,0,0.11702,4.0287,4.179913
106150,0,0.17069,4.2311,2.64439
622696,0,0.10404,2.2387,4.370376
319402,0,0.05162,4.2618,6.529155
611633,0,0.16931,4.2142,1.545107
78827,0,0.02923,5.0848,7.745697
485461,0,0.12747,6.2606,5.85841
622183,0,0.19499,5.9556,5.593065
526810,0,0.07011,3.7686,1.790869
376033,0,0.03983,5.3549,7.491701
568050,0,0.08343,4.3297,5.810976
62683,0,0.14065,4.9479,5.152247
610691,0,0.1543,2.6434,3.004463
204307,0,0.15165,3.5041,2.523337
208687,0,0.33189,3.9143,3.108835
47685,1,0.1394,2.089,1.191952
569295,1,0.22099,2.9845,3.630356
537057,0,0.08245,3.6723,3.902818
144890,0,0.17463,3.5354,3.18538
610015,1,0.10691,2.6984,4.235052
622350,0,0.08733,5.283,4.742855
575592,1,0.32578,2.6103,1.873646
388562,1,0.14598,2.6667,2.249744
273455,1,0.12633,4.5435,3.646468
84106,0,0.02792,1.3011,2.367188
196305,1,0.20363,6.427,4.375935
24201,0,0.14696,4.9734,5.356093
17368,0,0.09855,4.9643,4.991955
544064,0,0.15268,4.8785,6.157263
375692,0,0.13454,4.8559,4.4604
40449,1,0.22886,4.9422,2.054746
550776,0,0.21943,6.5474,3.005358
617853,0,0.12758,6.6348,5.125689
594010,0,0.14169,2.6154,3.058599
16372,0,0.03127,4.2479,3.807905
278109,0,0.02509,4.0341,7.584362
347400,1,0.22502,6.4331,7.267325
9156,0,0.27026,4.47,3.584473
7012,0,0.13475,2.513,2.462111
216149,0,0.0537,3.9455,9.35818
220642,0,0.18784,2.3573,1.785855
92467,0,0.13462,4.3848,6.266731
593200,1,0.13065,4.7533,4.419682
460770,0,0.14959,5.4057,2.743032
238453,0,0.05459,3.8577,3.346108
78590,0,0.07897,2.4898,1.511748
239563,0,0.11002,4.8707,5.390358
601577,0,0.07964,5.1197,3.021796
179666,0,0.27989,3.9315,3.462654
618749,0,0.11532,4.3789,5.341501
373305,1,0.13822,1.8918,1.456501
519141,1,0.08588,4.9827,7.318102
512311,0,0.13259,4.164,4.002386
586330,0,0.03836,2.9324,3.326474
85995,1,0.09215,3.357,2.067113
418151,0,0.19467,2.1981,1.448716
618938,0,0.05636,3.6817,4.85996
7619,0,0.22794,4.0198,7.458079
240047,1,0.12991,6.524,5.108895
209706,0,0.071,3.6027,3.353817
618451,0,0.13966,5.6148,3.884749
203660,0,0.22257,1.6201,1.857946
609958,1,0.09523,3.6762,4.556137
54270,0,0.08345,4.3146,5.099207
508225,0,0.07381,3.5342,3.804191
663446,0,0.1395,1.2744,1.383962
298447,0,0.13431,5.7261,4.787841
289779,0,0.2436,6.5366,1.352262
8277,1,0.08174,3.7537,4.089547
382582,0,0.21615,3.1253,2.031901
382216,0,0.07117,4.6334,5.851794
517495,1,0.13159,4.3742,4.569743
297525,1,0.10866,3.4879,1.421944
320753,0,0.13786,3.494,2.509963
381217,0,0.0525,1.9309,2.945602
208876,0,0.05063,3.6375,4.020184
216106,0,0.14843,2.1593,1.375847
99933,0,0.07892,4.7105,3.578667
396743,0,0.07626,4.4659,3.386424
97915,0,0.07524,4.8026,5.928424
54459,1,0.12801,5.6719,4.282544
371748,1,0.10608,2.4814,3.249641
15765,0,0.20064,5.2913,4.544296
549534,0,0.15561,6.2364,4.936951
373130,1,0.08667,1.8362,2.231736
460461,0,0.1129,4.8785,5.608412
278229,0,0.1173,2.5792,2.084786
278550,0,0.14428,6.9978,6.08266
138495,0,0.24038,2.5145,1.89912
272825,0,0.08315,6.6703,5.756804
623017,0,0.06997,3.8621,4.023435
71116,1,0.12564,5.1272,5.931107
79838,0,0.21776,4.5483,5.19636
37063,1,0.05492,2.1839,3.451645
210467,0,0.09256,5.6454,7.607068
492169,0,0.08218,7.1744,7.134435
593961,0,0.16168,5.5771,4.289135
92773,0,0.05428,3.8585,5.426374
178999,0,0.20161,3.8215,1.729308
345361,0,0.10344,3.9612,5.05311
346469,0,0.19622,7.1581,2.808743
347167,0,0.19779,4.9559,5.251897
347379,0,0.09709,1.8025,1.420885
289570,1,0.2541,4.2203,4.494998
296927,0,0.05397,5.715,5.022326
288992,0,0.01933,3.8836,1.281957
289668,0,0.19734,4.3821,2.954958
70329,0,0.10818,3.4849,4.625404
377258,0,0.10227,2.9962,3.460533
272547,0,0.07765,2.7915,2.342312
49180,0,0.11599,4.4522,3.96962
